model,timestamp,java_cpu,java_mem_MB,flask_cpu,flask_mem_MB
infly/OpenCoder-1.5B-Instruct,403.48,0.00,581.09,389.30,4646.29
infly/OpenCoder-1.5B-Instruct,403.78,0.00,581.09,399.30,4646.29
infly/OpenCoder-1.5B-Instruct,404.08,0.00,581.09,409.30,4646.29
infly/OpenCoder-1.5B-Instruct,404.39,0.00,581.09,399.30,4646.29
infly/OpenCoder-1.5B-Instruct,404.69,0.00,581.09,399.60,4646.29
infly/OpenCoder-1.5B-Instruct,404.99,0.00,581.09,389.20,4646.29
infly/OpenCoder-1.5B-Instruct,405.29,0.00,581.09,399.20,4646.29
infly/OpenCoder-1.5B-Instruct,405.59,0.00,581.09,399.30,4646.29
infly/OpenCoder-1.5B-Instruct,405.89,0.00,581.09,399.30,4646.29
infly/OpenCoder-1.5B-Instruct,406.19,0.00,581.09,399.00,4646.29
infly/OpenCoder-1.5B-Instruct,406.49,0.00,581.09,399.20,4646.29
infly/OpenCoder-1.5B-Instruct,406.79,0.00,581.09,399.20,4646.29
infly/OpenCoder-1.5B-Instruct,407.10,0.00,581.09,399.10,4646.29
infly/OpenCoder-1.5B-Instruct,407.40,0.00,581.09,399.20,4646.29
infly/OpenCoder-1.5B-Instruct,407.70,0.00,581.09,399.20,4646.29
infly/OpenCoder-1.5B-Instruct,408.00,0.00,581.09,399.30,4646.29
infly/OpenCoder-1.5B-Instruct,408.30,0.00,581.09,399.30,4646.29
infly/OpenCoder-1.5B-Instruct,408.60,0.00,581.09,399.30,4646.29
infly/OpenCoder-1.5B-Instruct,408.90,0.00,581.09,399.20,4646.29
infly/OpenCoder-1.5B-Instruct,409.20,0.00,581.09,399.30,4646.29
infly/OpenCoder-1.5B-Instruct,409.51,0.00,581.09,399.30,4646.29
infly/OpenCoder-1.5B-Instruct,409.81,0.00,581.09,399.30,4646.29
infly/OpenCoder-1.5B-Instruct,410.11,0.00,581.09,399.50,4646.29
infly/OpenCoder-1.5B-Instruct,410.41,0.00,581.09,399.30,4646.29
infly/OpenCoder-1.5B-Instruct,410.71,0.00,581.09,399.30,4646.29
infly/OpenCoder-1.5B-Instruct,411.01,0.00,581.09,399.20,4646.29
infly/OpenCoder-1.5B-Instruct,411.31,0.00,581.09,399.20,4646.29
infly/OpenCoder-1.5B-Instruct,411.61,0.00,581.09,399.50,4646.29
infly/OpenCoder-1.5B-Instruct,411.91,0.00,581.09,399.20,4646.29
infly/OpenCoder-1.5B-Instruct,412.22,0.00,581.09,399.20,4646.29
infly/OpenCoder-1.5B-Instruct,412.52,0.00,581.09,399.10,4646.29
infly/OpenCoder-1.5B-Instruct,412.82,0.00,581.09,399.20,4646.29
infly/OpenCoder-1.5B-Instruct,413.12,0.00,581.09,399.30,4646.29
infly/OpenCoder-1.5B-Instruct,413.42,0.00,581.09,399.30,4646.29
infly/OpenCoder-1.5B-Instruct,413.72,0.00,581.09,399.20,4646.29
infly/OpenCoder-1.5B-Instruct,414.02,0.00,581.09,409.20,4646.29
infly/OpenCoder-1.5B-Instruct,414.32,0.00,581.09,399.10,4646.29
infly/OpenCoder-1.5B-Instruct,414.63,0.00,581.09,399.30,4646.29
infly/OpenCoder-1.5B-Instruct,414.93,0.00,581.09,399.30,4646.29
infly/OpenCoder-1.5B-Instruct,415.23,0.00,581.09,399.30,4646.29
infly/OpenCoder-1.5B-Instruct,415.53,0.00,581.09,399.20,4646.29
infly/OpenCoder-1.5B-Instruct,415.83,0.00,581.09,409.10,4646.29
infly/OpenCoder-1.5B-Instruct,416.13,0.00,581.09,389.20,4646.29
infly/OpenCoder-1.5B-Instruct,416.43,0.00,581.09,399.20,4646.29
infly/OpenCoder-1.5B-Instruct,416.73,0.00,581.09,399.30,4646.29
infly/OpenCoder-1.5B-Instruct,417.04,0.00,581.09,409.30,4646.29
infly/OpenCoder-1.5B-Instruct,417.34,0.00,581.09,399.20,4646.29
infly/OpenCoder-1.5B-Instruct,417.64,0.00,581.09,389.20,4646.29
infly/OpenCoder-1.5B-Instruct,417.94,0.00,581.09,399.30,4646.29
infly/OpenCoder-1.5B-Instruct,418.24,0.00,581.09,409.20,4646.29
infly/OpenCoder-1.5B-Instruct,418.54,0.00,581.09,399.40,4646.29
infly/OpenCoder-1.5B-Instruct,418.84,0.00,581.09,399.30,4646.29
infly/OpenCoder-1.5B-Instruct,419.14,0.00,581.09,399.30,4646.29
infly/OpenCoder-1.5B-Instruct,419.45,0.00,581.09,399.40,4646.29
infly/OpenCoder-1.5B-Instruct,419.75,0.00,581.09,399.30,4646.29
infly/OpenCoder-1.5B-Instruct,420.05,0.00,581.09,399.30,4646.29
infly/OpenCoder-1.5B-Instruct,420.35,0.00,581.09,399.20,4646.29
infly/OpenCoder-1.5B-Instruct,420.65,0.00,581.09,399.40,4646.29
infly/OpenCoder-1.5B-Instruct,420.95,0.00,581.09,409.20,4646.29
infly/OpenCoder-1.5B-Instruct,421.25,0.00,581.09,399.30,4646.29
infly/OpenCoder-1.5B-Instruct,421.55,0.00,581.09,399.20,4646.29
infly/OpenCoder-1.5B-Instruct,421.85,0.00,581.09,399.30,4646.29
infly/OpenCoder-1.5B-Instruct,422.16,0.00,581.09,399.20,4646.29
infly/OpenCoder-1.5B-Instruct,422.46,0.00,581.09,399.20,4646.29
infly/OpenCoder-1.5B-Instruct,422.76,0.00,581.09,399.50,4646.29
infly/OpenCoder-1.5B-Instruct,423.06,10.00,581.09,399.30,4646.29
infly/OpenCoder-1.5B-Instruct,423.36,0.00,581.09,399.30,4646.29
infly/OpenCoder-1.5B-Instruct,423.66,0.00,581.09,399.30,4646.29
infly/OpenCoder-1.5B-Instruct,423.96,0.00,581.09,399.30,4646.29
infly/OpenCoder-1.5B-Instruct,424.26,0.00,581.09,399.30,4646.29
infly/OpenCoder-1.5B-Instruct,424.56,0.00,581.09,399.20,4646.29
infly/OpenCoder-1.5B-Instruct,424.87,0.00,581.09,399.20,4646.29
infly/OpenCoder-1.5B-Instruct,425.17,0.00,581.09,399.20,4646.29
infly/OpenCoder-1.5B-Instruct,425.47,0.00,581.09,399.20,4646.29
infly/OpenCoder-1.5B-Instruct,425.77,0.00,581.09,399.20,4646.29
infly/OpenCoder-1.5B-Instruct,426.07,0.00,581.09,409.10,4646.29
infly/OpenCoder-1.5B-Instruct,426.37,0.00,581.09,399.30,4646.29
infly/OpenCoder-1.5B-Instruct,426.67,0.00,581.09,399.30,4646.29
infly/OpenCoder-1.5B-Instruct,426.97,0.00,581.09,399.20,4646.29
infly/OpenCoder-1.5B-Instruct,427.28,0.00,581.09,389.20,4646.29
infly/OpenCoder-1.5B-Instruct,427.58,0.00,581.09,399.30,4646.29
infly/OpenCoder-1.5B-Instruct,427.88,0.00,581.09,399.20,4646.29
infly/OpenCoder-1.5B-Instruct,428.18,0.00,581.09,389.30,4646.29
infly/OpenCoder-1.5B-Instruct,428.48,0.00,581.09,389.40,4646.29
infly/OpenCoder-1.5B-Instruct,428.78,0.00,581.09,399.30,4646.29
infly/OpenCoder-1.5B-Instruct,429.08,0.00,581.09,399.30,4646.29
infly/OpenCoder-1.5B-Instruct,429.38,0.00,581.09,399.30,4646.29
infly/OpenCoder-1.5B-Instruct,429.68,0.00,581.09,399.40,4646.29
infly/OpenCoder-1.5B-Instruct,429.99,0.00,581.09,399.30,4646.29
infly/OpenCoder-1.5B-Instruct,430.29,0.00,581.09,399.10,4646.29
infly/OpenCoder-1.5B-Instruct,430.59,0.00,581.09,399.30,4646.29
infly/OpenCoder-1.5B-Instruct,430.89,0.00,581.09,399.30,4646.29
infly/OpenCoder-1.5B-Instruct,431.19,0.00,581.09,399.20,4646.29
infly/OpenCoder-1.5B-Instruct,431.49,0.00,581.09,399.30,4646.29
infly/OpenCoder-1.5B-Instruct,431.79,0.00,581.09,399.30,4646.29
infly/OpenCoder-1.5B-Instruct,432.09,0.00,581.09,399.30,4646.29
infly/OpenCoder-1.5B-Instruct,432.39,0.00,581.09,399.30,4646.29
infly/OpenCoder-1.5B-Instruct,432.70,0.00,581.09,399.30,4646.29
infly/OpenCoder-1.5B-Instruct,433.00,0.00,581.09,389.30,4646.29
infly/OpenCoder-1.5B-Instruct,433.30,0.00,581.09,389.30,4646.29
infly/OpenCoder-1.5B-Instruct,433.60,0.00,581.09,399.20,4646.29
infly/OpenCoder-1.5B-Instruct,433.90,0.00,581.09,409.30,4646.29
infly/OpenCoder-1.5B-Instruct,434.20,0.00,581.09,389.30,4646.29
infly/OpenCoder-1.5B-Instruct,434.50,0.00,581.09,399.30,4646.29
infly/OpenCoder-1.5B-Instruct,434.80,0.00,581.09,399.30,4646.29
infly/OpenCoder-1.5B-Instruct,435.10,0.00,581.09,399.30,4646.29
infly/OpenCoder-1.5B-Instruct,435.41,0.00,581.09,399.30,4646.29
infly/OpenCoder-1.5B-Instruct,435.71,0.00,581.09,399.30,4646.29
infly/OpenCoder-1.5B-Instruct,436.01,0.00,581.09,389.30,4646.29
infly/OpenCoder-1.5B-Instruct,436.31,0.00,581.09,389.30,4646.29
infly/OpenCoder-1.5B-Instruct,436.61,0.00,581.09,399.30,4646.29
infly/OpenCoder-1.5B-Instruct,436.91,0.00,581.09,399.30,4646.29
infly/OpenCoder-1.5B-Instruct,437.21,0.00,581.09,399.30,4646.29
infly/OpenCoder-1.5B-Instruct,437.51,0.00,581.09,399.40,4646.29
infly/OpenCoder-1.5B-Instruct,437.81,0.00,581.09,399.30,4646.29
infly/OpenCoder-1.5B-Instruct,438.12,0.00,581.09,399.30,4646.29
infly/OpenCoder-1.5B-Instruct,438.42,0.00,581.09,399.50,4646.29
infly/OpenCoder-1.5B-Instruct,438.72,0.00,581.09,399.30,4646.29
infly/OpenCoder-1.5B-Instruct,439.02,0.00,581.09,399.30,4646.29
infly/OpenCoder-1.5B-Instruct,439.32,0.00,581.09,399.30,4646.29
infly/OpenCoder-1.5B-Instruct,439.62,0.00,581.09,389.30,4646.29
infly/OpenCoder-1.5B-Instruct,439.92,0.00,581.09,389.20,4646.29
infly/OpenCoder-1.5B-Instruct,440.22,0.00,581.09,409.20,4646.29
infly/OpenCoder-1.5B-Instruct,440.52,0.00,581.09,399.20,4646.29
infly/OpenCoder-1.5B-Instruct,440.83,0.00,581.09,389.30,4646.29
infly/OpenCoder-1.5B-Instruct,441.13,0.00,581.09,399.30,4646.29
infly/OpenCoder-1.5B-Instruct,441.43,0.00,581.09,399.20,4646.29
infly/OpenCoder-1.5B-Instruct,441.73,0.00,581.09,399.20,4646.29
infly/OpenCoder-1.5B-Instruct,442.03,0.00,581.09,399.20,4646.29
infly/OpenCoder-1.5B-Instruct,442.33,0.00,581.09,399.30,4646.29
infly/OpenCoder-1.5B-Instruct,442.63,0.00,581.09,399.30,4646.29
infly/OpenCoder-1.5B-Instruct,442.93,0.00,581.09,399.10,4646.29
infly/OpenCoder-1.5B-Instruct,443.24,0.00,581.09,399.30,4646.29
infly/OpenCoder-1.5B-Instruct,443.54,0.00,581.09,399.30,4646.29
infly/OpenCoder-1.5B-Instruct,443.84,0.00,581.09,399.30,4646.29
infly/OpenCoder-1.5B-Instruct,444.14,0.00,581.09,399.30,4646.29
infly/OpenCoder-1.5B-Instruct,444.44,0.00,581.09,399.20,4646.29
infly/OpenCoder-1.5B-Instruct,444.74,0.00,581.09,399.20,4646.29
infly/OpenCoder-1.5B-Instruct,445.04,0.00,581.09,399.30,4646.29
infly/OpenCoder-1.5B-Instruct,445.34,0.00,581.09,389.30,4646.29
infly/OpenCoder-1.5B-Instruct,445.64,0.00,581.09,399.30,4646.29
infly/OpenCoder-1.5B-Instruct,445.95,0.00,581.09,399.10,4646.29
infly/OpenCoder-1.5B-Instruct,446.25,0.00,581.09,409.20,4646.29
infly/OpenCoder-1.5B-Instruct,446.55,279.40,588.97,0.00,4646.29
infly/OpenCoder-1.5B-Instruct,446.85,99.70,814.22,0.00,4646.29
infly/OpenCoder-1.5B-Instruct,447.15,99.70,1019.59,0.00,4646.29
infly/OpenCoder-1.5B-Instruct,447.45,99.80,1079.97,0.00,4646.29
infly/OpenCoder-1.5B-Instruct,447.75,99.70,1079.97,0.00,4646.29
infly/OpenCoder-1.5B-Instruct,448.05,99.70,1079.97,0.00,4646.29
infly/OpenCoder-1.5B-Instruct,448.35,99.70,1080.09,0.00,4646.29
infly/OpenCoder-1.5B-Instruct,448.66,0.00,1080.22,219.70,4649.66
infly/OpenCoder-1.5B-Instruct,448.96,0.00,1080.22,399.40,4649.66
infly/OpenCoder-1.5B-Instruct,449.26,0.00,1080.22,399.30,4651.04
infly/OpenCoder-1.5B-Instruct,449.56,0.00,1080.22,399.40,4651.66
infly/OpenCoder-1.5B-Instruct,449.86,0.00,1080.22,399.40,4651.66
infly/OpenCoder-1.5B-Instruct,450.16,0.00,1080.22,399.40,4651.66
infly/OpenCoder-1.5B-Instruct,450.46,0.00,1080.22,399.40,4651.66
infly/OpenCoder-1.5B-Instruct,450.76,0.00,1080.22,399.40,4651.66
infly/OpenCoder-1.5B-Instruct,451.06,0.00,1080.22,399.40,4651.66
infly/OpenCoder-1.5B-Instruct,451.36,0.00,1080.22,399.40,4651.66
infly/OpenCoder-1.5B-Instruct,451.67,0.00,1080.22,399.40,4651.66
infly/OpenCoder-1.5B-Instruct,451.97,0.00,1080.22,399.30,4651.66
infly/OpenCoder-1.5B-Instruct,452.27,0.00,1080.22,399.40,4651.66
infly/OpenCoder-1.5B-Instruct,452.57,0.00,1080.22,399.40,4651.66
infly/OpenCoder-1.5B-Instruct,452.87,0.00,1080.22,399.40,4651.66
infly/OpenCoder-1.5B-Instruct,453.17,0.00,1080.22,399.40,4651.66
infly/OpenCoder-1.5B-Instruct,453.47,0.00,1080.22,399.30,4651.66
infly/OpenCoder-1.5B-Instruct,453.77,0.00,1080.22,399.30,4651.66
infly/OpenCoder-1.5B-Instruct,454.07,0.00,1080.22,399.40,4651.66
infly/OpenCoder-1.5B-Instruct,454.38,0.00,1080.22,399.40,4651.66
infly/OpenCoder-1.5B-Instruct,454.68,0.00,1080.22,389.40,4651.66
infly/OpenCoder-1.5B-Instruct,454.98,0.00,1080.22,399.30,4651.66
infly/OpenCoder-1.5B-Instruct,455.28,0.00,1080.22,399.40,4651.66
infly/OpenCoder-1.5B-Instruct,455.58,0.00,1080.22,399.40,4651.66
infly/OpenCoder-1.5B-Instruct,455.88,0.00,1080.22,389.40,4651.66
infly/OpenCoder-1.5B-Instruct,456.18,0.00,1080.22,399.40,4651.66
infly/OpenCoder-1.5B-Instruct,456.48,0.00,1080.22,399.40,4651.66
infly/OpenCoder-1.5B-Instruct,456.78,0.00,1080.22,399.40,4651.66
infly/OpenCoder-1.5B-Instruct,457.08,0.00,1080.22,399.40,4651.66
infly/OpenCoder-1.5B-Instruct,457.38,0.00,1080.22,399.40,4651.66
infly/OpenCoder-1.5B-Instruct,457.69,0.00,1080.22,389.40,4651.66
infly/OpenCoder-1.5B-Instruct,457.99,0.00,1080.22,399.40,4651.66
infly/OpenCoder-1.5B-Instruct,458.29,0.00,1080.22,399.40,4651.66
infly/OpenCoder-1.5B-Instruct,458.59,0.00,1080.22,399.30,4651.66
infly/OpenCoder-1.5B-Instruct,458.89,0.00,1080.22,389.40,4651.66
infly/OpenCoder-1.5B-Instruct,459.19,0.00,1080.22,399.40,4651.66
infly/OpenCoder-1.5B-Instruct,459.49,0.00,1080.22,399.40,4651.66
infly/OpenCoder-1.5B-Instruct,459.79,0.00,1080.22,399.40,4651.66
infly/OpenCoder-1.5B-Instruct,460.09,0.00,1080.22,399.30,4651.66
infly/OpenCoder-1.5B-Instruct,460.39,0.00,1080.22,399.40,4651.66
infly/OpenCoder-1.5B-Instruct,460.70,0.00,1080.22,389.40,4651.66
infly/OpenCoder-1.5B-Instruct,461.00,0.00,1080.22,399.40,4651.66
infly/OpenCoder-1.5B-Instruct,461.30,0.00,1080.22,399.40,4651.66
infly/OpenCoder-1.5B-Instruct,461.60,0.00,1080.22,399.40,4651.66
infly/OpenCoder-1.5B-Instruct,461.90,0.00,1080.22,399.40,4651.66
infly/OpenCoder-1.5B-Instruct,462.20,0.00,1080.22,399.30,4651.66
infly/OpenCoder-1.5B-Instruct,462.50,0.00,1080.22,399.30,4651.66
infly/OpenCoder-1.5B-Instruct,462.80,10.00,1080.22,399.40,4651.66
infly/OpenCoder-1.5B-Instruct,463.10,0.00,1080.22,399.40,4651.66
infly/OpenCoder-1.5B-Instruct,463.40,0.00,1080.22,389.40,4651.66
infly/OpenCoder-1.5B-Instruct,463.71,0.00,1080.22,399.30,4651.66
infly/OpenCoder-1.5B-Instruct,464.01,0.00,1080.22,399.40,4651.66
infly/OpenCoder-1.5B-Instruct,464.31,0.00,1080.22,399.40,4651.66
infly/OpenCoder-1.5B-Instruct,464.61,0.00,1080.22,399.30,4651.66
infly/OpenCoder-1.5B-Instruct,464.91,0.00,1080.22,399.40,4651.66
infly/OpenCoder-1.5B-Instruct,465.21,0.00,1080.22,399.40,4651.66
infly/OpenCoder-1.5B-Instruct,465.51,0.00,1080.22,389.30,4651.66
infly/OpenCoder-1.5B-Instruct,465.81,0.00,1080.22,399.30,4651.66
infly/OpenCoder-1.5B-Instruct,466.11,0.00,1080.22,399.40,4651.66
infly/OpenCoder-1.5B-Instruct,466.41,0.00,1080.22,399.30,4651.66
infly/OpenCoder-1.5B-Instruct,466.72,0.00,1080.22,399.40,4651.66
infly/OpenCoder-1.5B-Instruct,467.02,0.00,1080.22,399.30,4651.66
infly/OpenCoder-1.5B-Instruct,467.32,0.00,1080.22,399.70,4651.66
infly/OpenCoder-1.5B-Instruct,467.62,0.00,1080.22,399.40,4651.66
infly/OpenCoder-1.5B-Instruct,467.92,0.00,1080.22,399.40,4651.66
infly/OpenCoder-1.5B-Instruct,468.22,0.00,1080.22,409.40,4651.66
infly/OpenCoder-1.5B-Instruct,468.52,0.00,1080.22,409.30,4651.66
infly/OpenCoder-1.5B-Instruct,468.82,0.00,1080.22,399.30,4651.66
infly/OpenCoder-1.5B-Instruct,469.12,0.00,1080.22,399.40,4651.66
infly/OpenCoder-1.5B-Instruct,469.42,0.00,1080.22,409.40,4651.66
infly/OpenCoder-1.5B-Instruct,469.73,0.00,1080.22,409.40,4651.66
infly/OpenCoder-1.5B-Instruct,470.03,0.00,1080.22,409.40,4651.66
infly/OpenCoder-1.5B-Instruct,470.33,0.00,1080.22,389.40,4651.66
infly/OpenCoder-1.5B-Instruct,470.63,0.00,1080.22,399.40,4651.66
infly/OpenCoder-1.5B-Instruct,470.93,0.00,1080.22,399.40,4651.66
infly/OpenCoder-1.5B-Instruct,471.23,0.00,1080.22,399.40,4651.66
infly/OpenCoder-1.5B-Instruct,471.53,0.00,1080.22,399.40,4651.66
infly/OpenCoder-1.5B-Instruct,471.83,0.00,1080.22,399.40,4651.66
infly/OpenCoder-1.5B-Instruct,472.13,0.00,1080.22,399.40,4651.66
infly/OpenCoder-1.5B-Instruct,472.43,0.00,1080.22,399.40,4651.66
infly/OpenCoder-1.5B-Instruct,472.74,0.00,1080.22,399.40,4651.66
infly/OpenCoder-1.5B-Instruct,473.04,0.00,1080.22,399.40,4651.66
infly/OpenCoder-1.5B-Instruct,473.34,0.00,1080.22,399.40,4651.66
infly/OpenCoder-1.5B-Instruct,473.64,0.00,1080.22,399.40,4651.66
infly/OpenCoder-1.5B-Instruct,473.94,0.00,1080.22,399.40,4651.66
infly/OpenCoder-1.5B-Instruct,474.24,0.00,1080.22,399.30,4651.66
infly/OpenCoder-1.5B-Instruct,474.54,0.00,1080.22,399.40,4651.66
infly/OpenCoder-1.5B-Instruct,474.84,0.00,1080.22,399.30,4651.66
infly/OpenCoder-1.5B-Instruct,475.14,0.00,1080.22,399.40,4651.66
infly/OpenCoder-1.5B-Instruct,475.44,0.00,1080.22,399.40,4651.66
infly/OpenCoder-1.5B-Instruct,475.75,0.00,1080.22,399.40,4651.66
infly/OpenCoder-1.5B-Instruct,476.05,0.00,1080.22,399.40,4651.66
infly/OpenCoder-1.5B-Instruct,476.35,0.00,1080.22,389.40,4651.66
infly/OpenCoder-1.5B-Instruct,476.65,0.00,1080.22,399.40,4651.66
infly/OpenCoder-1.5B-Instruct,476.95,0.00,1080.22,399.40,4651.66
infly/OpenCoder-1.5B-Instruct,477.25,0.00,1080.22,399.40,4651.66
infly/OpenCoder-1.5B-Instruct,477.55,0.00,1080.22,399.40,4651.66
infly/OpenCoder-1.5B-Instruct,477.85,0.00,1080.22,399.40,4651.66
infly/OpenCoder-1.5B-Instruct,478.15,0.00,1080.22,399.40,4651.66
infly/OpenCoder-1.5B-Instruct,478.45,0.00,1080.22,389.30,4651.66
infly/OpenCoder-1.5B-Instruct,478.76,0.00,1080.22,389.40,4651.66
infly/OpenCoder-1.5B-Instruct,479.06,0.00,1080.22,399.40,4651.66
infly/OpenCoder-1.5B-Instruct,479.36,0.00,1080.22,399.30,4651.66
infly/OpenCoder-1.5B-Instruct,479.66,0.00,1080.22,399.30,4651.66
infly/OpenCoder-1.5B-Instruct,479.96,0.00,1080.22,399.40,4651.66
infly/OpenCoder-1.5B-Instruct,480.26,0.00,1080.22,399.40,4651.66
infly/OpenCoder-1.5B-Instruct,480.56,0.00,1080.22,399.40,4651.66
infly/OpenCoder-1.5B-Instruct,480.86,0.00,1080.22,399.40,4651.66
infly/OpenCoder-1.5B-Instruct,481.16,0.00,1080.22,399.40,4651.66
infly/OpenCoder-1.5B-Instruct,481.46,0.00,1080.22,399.30,4651.66
infly/OpenCoder-1.5B-Instruct,481.76,0.00,1080.22,399.40,4651.66
infly/OpenCoder-1.5B-Instruct,482.07,0.00,1080.22,399.40,4651.66
infly/OpenCoder-1.5B-Instruct,482.37,0.00,1080.22,399.40,4651.66
infly/OpenCoder-1.5B-Instruct,482.67,0.00,1080.22,399.40,4651.66
infly/OpenCoder-1.5B-Instruct,482.97,0.00,1080.22,389.40,4651.66
infly/OpenCoder-1.5B-Instruct,483.27,0.00,1080.22,399.40,4651.66
infly/OpenCoder-1.5B-Instruct,483.57,0.00,1080.22,399.40,4651.66
infly/OpenCoder-1.5B-Instruct,483.87,0.00,1080.22,399.40,4651.66
infly/OpenCoder-1.5B-Instruct,484.17,0.00,1080.22,399.40,4651.66
infly/OpenCoder-1.5B-Instruct,484.47,0.00,1080.22,399.40,4651.66
infly/OpenCoder-1.5B-Instruct,484.77,0.00,1080.22,399.40,4651.66
infly/OpenCoder-1.5B-Instruct,485.08,0.00,1080.22,399.30,4651.66
infly/OpenCoder-1.5B-Instruct,485.38,0.00,1080.22,399.40,4651.66
infly/OpenCoder-1.5B-Instruct,485.68,0.00,1080.22,399.40,4651.66
infly/OpenCoder-1.5B-Instruct,485.98,0.00,1080.22,399.30,4651.66
infly/OpenCoder-1.5B-Instruct,486.28,0.00,1080.22,399.40,4651.66
infly/OpenCoder-1.5B-Instruct,486.58,0.00,1080.22,399.40,4651.66
infly/OpenCoder-1.5B-Instruct,486.88,0.00,1080.22,389.40,4651.66
infly/OpenCoder-1.5B-Instruct,487.18,0.00,1080.22,399.40,4651.66
infly/OpenCoder-1.5B-Instruct,487.48,0.00,1080.22,399.20,4651.66
infly/OpenCoder-1.5B-Instruct,487.79,0.00,1080.22,399.40,4651.66
infly/OpenCoder-1.5B-Instruct,488.09,0.00,1080.22,399.30,4651.66
infly/OpenCoder-1.5B-Instruct,488.39,0.00,1080.22,399.40,4651.66
infly/OpenCoder-1.5B-Instruct,488.69,0.00,1080.22,399.40,4651.66
infly/OpenCoder-1.5B-Instruct,488.99,0.00,1080.22,399.40,4651.66
infly/OpenCoder-1.5B-Instruct,489.29,0.00,1080.22,399.40,4651.66
infly/OpenCoder-1.5B-Instruct,489.59,0.00,1080.22,399.40,4651.66
infly/OpenCoder-1.5B-Instruct,489.89,0.00,1080.22,399.40,4651.66
infly/OpenCoder-1.5B-Instruct,490.19,0.00,1080.22,399.30,4651.66
infly/OpenCoder-1.5B-Instruct,490.49,0.00,1080.22,399.40,4651.66
infly/OpenCoder-1.5B-Instruct,490.79,0.00,1080.22,399.30,4651.66
infly/OpenCoder-1.5B-Instruct,491.10,0.00,1080.22,399.40,4651.66
infly/OpenCoder-1.5B-Instruct,491.40,10.00,1080.22,399.30,4651.66
infly/OpenCoder-1.5B-Instruct,491.70,0.00,1080.22,389.40,4651.66
infly/OpenCoder-1.5B-Instruct,492.00,0.00,1080.22,399.30,4651.66
infly/OpenCoder-1.5B-Instruct,492.30,0.00,1080.22,409.30,4651.66
infly/OpenCoder-1.5B-Instruct,492.60,0.00,1080.22,399.40,4651.66
infly/OpenCoder-1.5B-Instruct,492.90,0.00,1080.22,399.30,4651.66
infly/OpenCoder-1.5B-Instruct,493.20,0.00,1080.22,399.40,4651.66
infly/OpenCoder-1.5B-Instruct,493.50,0.00,1080.22,399.40,4651.66
infly/OpenCoder-1.5B-Instruct,493.80,0.00,1080.22,399.40,4651.66
infly/OpenCoder-1.5B-Instruct,494.11,0.00,1080.22,399.40,4651.66
infly/OpenCoder-1.5B-Instruct,494.41,0.00,1080.22,399.40,4651.66
infly/OpenCoder-1.5B-Instruct,494.71,0.00,1080.22,389.40,4674.91
infly/OpenCoder-1.5B-Instruct,495.01,0.00,1080.22,399.40,4651.54
infly/OpenCoder-1.5B-Instruct,495.31,0.00,1080.22,399.40,4651.54
infly/OpenCoder-1.5B-Instruct,495.61,0.00,1080.22,399.40,4651.54
infly/OpenCoder-1.5B-Instruct,495.91,0.00,1080.22,409.40,4651.54
infly/OpenCoder-1.5B-Instruct,496.21,0.00,1080.22,399.40,4686.54
infly/OpenCoder-1.5B-Instruct,496.51,0.00,1080.22,399.40,4686.81
infly/OpenCoder-1.5B-Instruct,496.81,0.00,1080.22,389.30,4651.69
infly/OpenCoder-1.5B-Instruct,497.11,0.00,1080.22,399.40,4651.69
infly/OpenCoder-1.5B-Instruct,497.42,0.00,1080.22,399.40,4651.69
infly/OpenCoder-1.5B-Instruct,497.72,0.00,1080.22,389.40,4663.19
infly/OpenCoder-1.5B-Instruct,498.02,0.00,1080.22,399.40,4686.69
infly/OpenCoder-1.5B-Instruct,498.32,0.00,1080.22,389.40,4686.57
infly/OpenCoder-1.5B-Instruct,498.62,0.00,1080.22,399.40,4651.45
infly/OpenCoder-1.5B-Instruct,498.92,0.00,1080.22,399.70,4651.45
infly/OpenCoder-1.5B-Instruct,499.22,0.00,1080.22,399.30,4651.45
infly/OpenCoder-1.5B-Instruct,499.52,0.00,1080.22,399.30,4651.45
infly/OpenCoder-1.5B-Instruct,499.82,0.00,1080.22,399.30,4651.45
infly/OpenCoder-1.5B-Instruct,500.12,0.00,1080.22,399.30,4651.45
infly/OpenCoder-1.5B-Instruct,500.43,0.00,1080.22,399.30,4651.59
infly/OpenCoder-1.5B-Instruct,500.73,0.00,1080.22,399.30,4651.59
infly/OpenCoder-1.5B-Instruct,501.03,0.00,1080.22,399.20,4651.59
infly/OpenCoder-1.5B-Instruct,501.33,0.00,1080.22,399.70,4651.59
infly/OpenCoder-1.5B-Instruct,501.63,0.00,1080.22,409.30,4651.71
infly/OpenCoder-1.5B-Instruct,501.93,0.00,1080.22,399.20,4651.71
infly/OpenCoder-1.5B-Instruct,502.23,0.00,1080.22,389.30,4651.71
infly/OpenCoder-1.5B-Instruct,502.53,0.00,1080.22,399.40,4651.71
infly/OpenCoder-1.5B-Instruct,502.83,0.00,1080.22,399.50,4651.84
infly/OpenCoder-1.5B-Instruct,503.13,0.00,1080.22,399.10,4651.84
infly/OpenCoder-1.5B-Instruct,503.44,0.00,1080.22,399.30,4651.84
infly/OpenCoder-1.5B-Instruct,503.74,0.00,1080.22,399.20,4651.84
infly/OpenCoder-1.5B-Instruct,504.04,0.00,1080.22,399.30,4651.84
